,LS,TO,NL,CU,US,CA,AU,AR,BR,SV,IN,MX,ES,EG,PK,KR,VN,IT,GB,DE,DK,NO,SG,BE,FI,CH,SE,GL,NG,JP,BS,PH,TM,IR,RU,PE,CL,EC,KE,TD,LB,ZW,AT,SA,GE,ET,CI,FR,PT,SD,ZA,AE,LY,OM,QA,LK,GR,BO,VE,NP,HU,CZ,PL,TR,LV,NZ,YE,TJ,ID,ER,UG,DZ,RO,CN,MY,CR,LU,DO,BG,IL,MA,GU,AM,RW,DJ,IE,CY,RE,CO,GT,CM,EE,PW,TL,MR,CK,PF,SI,UZ,GA,GH,BJ,CD,KZ,SY,SS,JO,IQ,BH,KG,WS,SR,UA,HT,MD,MM,MV,PA,NU,PG,MN,LT,TH,TV,NI,MG,BZ,MP,BD,GQ,KP,IS,KH,MZ,GY,NE,GF,JM,LI,RS,BB,AZ,AL,AW,SH,AF,CV,FM,SB,AS,UY,GP,HN,KW,TZ,SK,MK,YT,GW,BF,PY,SC,SN,CF,ML,ZM,KM,GN,BA,GM,BY,AO,BT,TN,HR,MU,MQ,VC,SO,BN,SZ,TW,KI,MH,SL,ST,AN,MW,FO,EH,MS,FJ,BI,LR,MC,GD,KY,NC,AQ,AI,MT,CG,TT,AG,AD,LC,XK,LA,BM,TK,DM,BW,ME,TC,GS,GI,PS,TG,VU,WF,PM,FK,NR,KN,IM
MX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000227390527149,0.0,0.0,0.963660174194,0.0200269820385,0.0,0.0,0.0,0.0,9.3659629411e-05,2.42632605502e-05,1.42805302486e-06,0.0,0.0,0.0,0.0,0.0,2.04246861173e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00127237030951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000988333392655,0.00293068578191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32770733486e-05,0.0,0.0,0.0,0.00122929865512,0.0,0.000138681619472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000204013505003,0.0,0.0,0.00519016655854,0.0,0.0,0.000610848310789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037382467831,0.0,0.0164860640313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002838529646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00120302919447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES,0.0,0.0,0.00330885116963,0.0,4.34836746491e-05,0.0,0.000353633112151,0.0,0.000512242059053,0.0,4.84356535822e-06,0.0311789028622,0.956176993038,0.0,0.000293554538353,7.8448788695e-06,0.0,0.00368555908414,0.00113889450838,0.00210581947184,0.000204152884154,0.000956251878292,1.90448049861e-06,0.00252239534878,0.0,6.46380917707e-05,0.000102029740792,0.0,0.0,0.000982607788854,0.0,0.0,0.0,0.0,0.0,0.0,0.000190530664089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00136974220379,0.00495728677673,0.0,0.0,0.000411297600045,0.0,0.0,0.0,0.0,0.00185484378192,0.0,0.0,0.0,0.0225902579184,0.00030864719609,0.00829410031509,0.000100239936752,0.0,0.0,0.0,0.0,0.000334924795115,0.0,0.0,0.0,0.00341341187187,0.0,0.0,0.0,6.54581364701e-06,0.0,0.000561902524782,1.87963656597e-06,0.0,0.0,0.0,0.0,0.0,0.000313457275435,0.0,0.000377861661877,7.42683609464e-05,0.0088111627623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.66285142769e-05,0.0,0.0,0.0,0.0,0.000102882888824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03200068956e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0280439138667,0.0,0.0,0.0,0.0,0.000286918331388,0.0,0.0,0.0,2.89641546047e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00842396543878,0.00621055647189,0.0,0.000121602087043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375916629422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.988116627847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0356104973804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PK,0.0,0.0,0.0,0.0,6.93810622939e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.45269113781e-05,0.0,0.975581816908,0.0,0.0,2.27355684628e-06,0.00351847175469,6.4791580289e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46872031281e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109868782267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000799405982384,0.0,0.0,0.0,0.0,0.00266958960638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00333505677326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KR,0.0,0.0,0.0,0.0,0.0,0.0,3.97316426112e-05,0.0,0.0,0.0,1.40981162287e-05,0.0,7.05958131625e-06,0.0,0.0,0.991175898918,0.0,0.0,2.239786057e-06,0.0,0.0,1.85593486199e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08534747939e-05,0.0,0.000137933684662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00069795585373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.90347742892e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999936667513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46179827532e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IT,0.0,0.0,1.12479428665e-05,0.0,1.613115287e-05,0.0,0.0,0.0,0.0,0.0,5.12329046038e-05,0.000164379917473,0.00415484072889,0.0,1.00956083848e-05,0.0,0.0,0.991882383626,0.000131864142131,0.00134229275902,0.00105725008765,0.0,0.0,0.00107534662642,0.0,4.04539331256e-05,0.0,0.0,0.0,5.44444734749e-06,0.0,0.000544201809944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000607015188847,0.00118281698884,0.0,5.92554423361e-05,0.0,6.86993635942e-05,0.0,0.0,0.0,0.00139914102906,0.0,0.0,0.0,0.00105373969181,0.000236957508651,0.000196783952647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000147261945914,7.87662241373e-07,0.0,0.0,0.0,0.0,0.00363823828087,1.64895223278e-06,0.0,0.0,0.0,0.0,0.0,0.00189442061518,0.0,0.0,0.0,0.000389670481564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34675869407e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014497702879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119235661755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000421526589754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000219304041753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000857465831711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,0.0,0.0,0.000710596536854,0.000312935106538,7.46040072382e-05,0.0,0.000810578921216,0.000337623067839,0.0,0.0,3.02734161198e-05,3.4255761753e-05,0.00103281525925,0.0,0.0125680787056,2.25711133007e-06,0.0,0.000106075444001,0.967804884328,0.00129520100407,0.00169203616738,0.00244224110854,1.0388075447e-06,0.000495514072102,0.00357489808128,2.57381212832e-05,0.00420921172036,0.00359111502631,4.09747715792e-05,9.04382953545e-05,0.0,0.00045949120304,0.0,1.03518629627e-05,1.66792723951e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00158936238575,8.28357214492e-05,0.0,0.0,8.08453260381e-05,0.0,0.0,0.0,2.42841293531e-05,0.0,0.0,0.0,0.0,0.0,0.000125676678883,0.000111340015744,0.00429161620738,0.0,0.0,0.0,0.0,0.0143625498672,0.0,0.0,0.0,6.76070932358e-06,0.0,0.0,0.0,1.28665578992e-06,0.00131691940961,0.00596546918181,0.0,0.0,0.00189233962132,0.0,0.0,0.0,0.0448256638226,0.0,0.0,0.000534974827736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70278418356e-05,0.0,0.0,0.0,0.0,1.54324333235e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0743905448618,0.00450340464293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05213492492e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0779002434102,0.0,0.0,0.0,0.0,0.0,0.0,0.000418065981123,0.0,0.00421501446963,0.0,0.0,0.000722147994995,0.0,0.0,0.0,0.0,2.15177548465e-05,0.0,0.0,0.0,0.0,0.000563874944132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000682169145091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0327666085362
DE,0.0,0.0,0.00243435546481,0.0,3.99869258218e-08,0.0,0.000649790176497,0.0,0.0,0.0,7.0248389146e-05,2.936486117e-06,0.00278137428422,0.0,0.00033707965933,0.0,0.0,0.001572658921,0.00188641101354,0.984072308239,0.00188018088873,0.0,0.0,0.00339094897483,0.00551251822468,0.00869537175337,3.17744157382e-05,0.0,0.0,7.08916825921e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.4567312672e-05,0.0,0.0,0.0,0.0,0.0,0.00536835774066,0.0,0.0,0.0,0.0,0.00422646038148,9.9772914011e-05,0.0,0.000724887465806,0.0,0.00146418127503,0.0,0.0,0.0,0.00249814709528,0.0,0.0,0.0,0.000549532157637,0.00100632655995,0.00372678425912,0.000115102440321,0.0,0.0,0.0,0.0,0.000384380759114,0.0,0.0,0.0,0.0,3.41688451112e-06,0.0,0.0,0.0,0.0,0.00176067500235,0.0,0.0,0.0,0.0,0.0,0.0,0.00253116749914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00108741555525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000167936862686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK,0.0,0.0,5.17713238427e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17002023223e-05,0.0,0.0,0.0,0.0,9.96861884154e-05,0.000198325591492,0.000151310685699,0.982409669692,0.0,0.0,0.0,0.000281822015041,0.0,0.00340789033364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.20600393749e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96449505959e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.57314058616e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,6.36657281791e-05,0.0,0.0,0.0,6.62385294697e-05,0.0,0.0,0.0,0.0,0.0,0.000303480296984,0.0,0.0,6.54527993997e-07,0.0,0.0,0.000854687966513,0.0,0.0,0.994525021193,0.0,0.0,0.0,0.0,0.000132619555511,0.0,0.0,0.000140361643622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.19804644942e-05,0.0,0.0,0.0,0.0,0.000169998469457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG,0.0,0.0,0.0,0.0,6.14757146304e-05,0.0,0.000239192685126,0.0,0.0,0.0,0.0,0.0,2.2458640766e-07,0.0,0.0,0.0,0.0,0.0,1.35083681079e-07,0.0,0.0,0.0,0.979356261414,0.0,0.0,9.42132832255e-06,0.0,0.0,0.0,8.97509391693e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38689673721e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00233712450202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.01475401216e-06,0.0,0.0,9.73708246166e-05,0.0,0.0,0.0,0.0,0.000110252016381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,0.0,0.0,0.0265407513604,0.0,1.97472434965e-07,0.0,0.0,0.0,0.000142709968686,0.0,0.0,0.0,0.000481314898783,0.0,0.0,0.0,0.0,0.000182017700253,0.000104263666683,0.000489890598794,0.0,0.0,0.0,0.947390854961,0.00211856964822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000767480897192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84242603654e-05,0.0,0.0,0.0,0.0,0.0,3.70703296133e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.23751430237e-05,0.0,0.0,0.0,0.0,0.0,0.000347666031452,0.0,0.0,0.0,0.0,0.0,0.0,0.00145797046674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00292401927099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.82691215262e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
